@RELATION 'eisen0.names'

@ATTRIBUTE alpha_0                                 numeric
@ATTRIBUTE alpha_7                                 numeric
@ATTRIBUTE alpha_14                                numeric
@ATTRIBUTE alpha_21                                numeric
@ATTRIBUTE alpha_28                                numeric
@ATTRIBUTE alpha_35                                numeric
@ATTRIBUTE alpha_42                                numeric
@ATTRIBUTE alpha_49                                numeric
@ATTRIBUTE alpha_56                                numeric
@ATTRIBUTE alpha_63                                numeric
@ATTRIBUTE alpha_70                                numeric
@ATTRIBUTE alpha_77                                numeric
@ATTRIBUTE alpha_84                                numeric
@ATTRIBUTE alpha_91                                numeric
@ATTRIBUTE alpha_98                                numeric
@ATTRIBUTE alpha_105                               numeric
@ATTRIBUTE alpha_112                               numeric
@ATTRIBUTE alpha_119                               numeric
@ATTRIBUTE elu_0                                   numeric
@ATTRIBUTE elu_30                                  numeric
@ATTRIBUTE elu_60                                  numeric
@ATTRIBUTE elu_90                                  numeric
@ATTRIBUTE elu_120                                 numeric
@ATTRIBUTE elu_150                                 numeric
@ATTRIBUTE elu_180                                 numeric
@ATTRIBUTE elu_210                                 numeric
@ATTRIBUTE elu_240                                 numeric
@ATTRIBUTE elu_270                                 numeric
@ATTRIBUTE elu_300                                 numeric
@ATTRIBUTE elu_330                                 numeric
@ATTRIBUTE elu_360                                 numeric
@ATTRIBUTE elu_390                                 numeric
@ATTRIBUTE cdc15_10                                numeric
@ATTRIBUTE cdc15_30                                numeric
@ATTRIBUTE cdc15_50                                numeric
@ATTRIBUTE cdc15_70                                numeric
@ATTRIBUTE cdc15_90                                numeric
@ATTRIBUTE cdc15_110                               numeric
@ATTRIBUTE cdc15_130                               numeric
@ATTRIBUTE cdc15_150                               numeric
@ATTRIBUTE cdc15_170                               numeric
@ATTRIBUTE cdc15_190                               numeric
@ATTRIBUTE cdc15_210                               numeric
@ATTRIBUTE cdc15_230                               numeric
@ATTRIBUTE cdc15_250                               numeric
@ATTRIBUTE cdc15_270                               numeric
@ATTRIBUTE cdc15_290                               numeric
@ATTRIBUTE spo_0                                   numeric
@ATTRIBUTE spo_2                                   numeric
@ATTRIBUTE spo_5                                   numeric
@ATTRIBUTE spo_7                                   numeric
@ATTRIBUTE spo_9                                   numeric
@ATTRIBUTE spo_11                                  numeric
@ATTRIBUTE spo5_2                                  numeric
@ATTRIBUTE spo5_7                                  numeric
@ATTRIBUTE spo5_11                                 numeric
@ATTRIBUTE spo__early                              numeric
@ATTRIBUTE spo__mid                                numeric
@ATTRIBUTE heat_0                                  numeric
@ATTRIBUTE heat_10                                 numeric
@ATTRIBUTE heat_20                                 numeric
@ATTRIBUTE heat_40                                 numeric
@ATTRIBUTE heat_80                                 numeric
@ATTRIBUTE heat_160                                numeric
@ATTRIBUTE dtt_15                                  numeric
@ATTRIBUTE dtt_30                                  numeric
@ATTRIBUTE dtt_60                                  numeric
@ATTRIBUTE dtt_120                                 numeric
@ATTRIBUTE cold_0                                  numeric
@ATTRIBUTE cold_20                                 numeric
@ATTRIBUTE cold_40                                 numeric
@ATTRIBUTE cold_160                                numeric
@ATTRIBUTE diau_540                                numeric
@ATTRIBUTE diau_660                                numeric
@ATTRIBUTE diau_780                                numeric
@ATTRIBUTE diau_900                                numeric
@ATTRIBUTE diau_1020                               numeric
@ATTRIBUTE diau_1140                               numeric
@ATTRIBUTE diau_1260                               numeric
@ATTRIBUTE class string

@DATA
0.24,0.08,-0.03,0.14,-0.18,0.21,-0.04,?,0.26,0.45,0.34,0.28,0.04,0.11,0.2,0.45,-0.06,0.21,?,0.51,-0.01,0.49,0.76,1.04,0.96,0.69,0.23,0.48,0.57,0.21,-0.2,0.03,-0.09,?,0.08,1.76,-0.4,-0.1,-0.38,0.85,0.41,-1.03,-1.09,0.2,-0.62,-0.4,-0.67,0.39,-0.71,?,0.61,0.76,0.9,-0.67,0.78,0.5,-1.06,-0.74,0.41,-1.29,-1.69,-0.6,-0.51,-0.23,0.07,-0.84,-0.2,-0.36,0.31,0.51,0.21,1.18,0.4,0.39,0.01,-1,-1.03,-1.43,-1.69,GO0005634@GO0005737@GO0005840@GO0006397@GO0006446@GO0008143@GO0008428@GO0010494@GO0034236@GO0051028@GO0060211@GO1990841
-0.04,-0.89,-0.58,-0.32,-0.27,?,-0.04,-0.36,-0.32,-0.12,-0.3,-0.01,-0.25,-0.29,-0.29,?,0.15,-0.09,-0.2,-0.38,-0.34,-0.23,-0.01,0.15,-0.15,0.23,0.07,0.29,-0.47,-0.29,-0.45,-0.01,-0.74,-0.06,0.07,-0.1,-1.09,0.06,-0.3,0.39,0.28,-0.69,-0.47,0.15,-0.56,0.04,-0.81,-0.36,-0.92,-0.84,-0.56,-0.25,0.72,?,-0.07,0.44,-0.42,-0.58,-0.12,-0.79,-0.71,-0.17,-0.25,-0.38,-0.3,-0.69,-0.29,-0.18,-0.43,0.07,0.23,0.81,0.07,-0.15,-0.71,-1.15,-1.18,-1.18,-1.56,GO0000156@GO0000304@GO0003700@GO0005634@GO0005829@GO0006351@GO0006970@GO0008361@GO0043565@GO0043619@GO1900101
0.2,-0.42,-0.45,-0.01,-0.12,-0.07,-0.01,-0.15,0.04,-0.27,-0.1,0.06,0.06,-0.15,0.1,0.21,-0.17,-0.04,-1.22,-0.36,-0.15,-0.06,0.04,0.11,0.2,0.12,0.03,0.44,0.01,-0.14,-0.34,-0.38,-0.3,0.03,-0.18,-0.12,0.36,-0.15,-0.56,-0.09,-0.23,-0.18,-0.25,0.18,-0.6,-0.22,0.14,-0.06,0.77,0.37,0.04,0.19,0.7,0.36,-0.58,-0.17,0.21,-0.81,-0.07,-1.56,-1.79,-0.92,-0.51,0.43,-0.89,-0.74,-0.67,-0.92,0.07,-0.69,-0.14,0.51,0.44,0.46,0.06,-0.69,-0.71,-1.74,-1.6,GO0000049@GO0004813@GO0005524@GO0005737@GO0005739@GO0006400@GO0006419@GO0016597@GO0046872@GO0070143
-0.2,-0.56,-0.47,-0.23,-0.07,-0.15,0.01,-0.14,-0.03,-0.23,0.12,-0.18,-0.22,-0.23,-0.03,0.03,0.07,-0.17,-0.18,-0.36,-0.22,-0.36,-0.32,-0.1,0.04,-0.12,0.04,0.01,-0.15,0.16,?,-0.09,-0.29,-0.36,-0.27,-0.25,-0.15,-0.23,-0.43,-0.34,-0.43,-0.17,-0.3,-0.49,-0.25,-0.51,-0.47,-0.18,0.06,0.12,-0.18,-0.32,-0.03,-0.07,-0.27,0.04,0.33,0.23,-0.15,-0.18,-0.32,-0.23,-0.17,-0.09,-0.29,-0.36,-0.22,-0.49,-0.18,-0.15,0.08,0.04,0.1,0.28,0.41,-0.09,-0.25,-0.34,-0.58,GO0000278@GO0003689@GO0005524@GO0005634@GO0005663@GO0006272@GO0006281@GO0006298@GO0051301
-0.29,-0.3,-0.34,-0.79,-0.67,-0.89,-0.42,-0.97,-0.45,-0.58,-0.58,-0.64,-0.34,-0.86,-0.36,-0.89,-0.25,-0.67,-0.23,-0.54,-0.23,-0.38,-0.04,-0.1,-0.32,-0.34,-0.09,-0.23,-0.29,-0.23,-0.23,-0.17,0.23,-0.01,-0.38,-0.12,0.26,0.32,0.55,0.2,-0.29,0.06,0.18,-1.32,-0.22,-0.47,-0.42,-0.22,-0.03,-0.3,-0.81,-0.2,?,0.66,-0.97,0.04,-0.76,-1.94,-0.12,-1.03,-0.71,-0.56,-0.4,-0.15,-0.67,-0.97,-1.15,-1.36,-0.67,?,-0.97,-0.43,0.15,0.38,0.39,-0.12,-0.04,-0.43,-0.71,GO0000007@GO0005886@GO0016021@GO0071578
-0.09,-0.69,-0.45,-0.51,0.12,-0.3,0.33,-0.62,?,-0.04,-0.4,-0.15,0.03,-0.4,-0.25,-0.17,-0.15,-0.15,-0.81,-0.64,-0.34,-0.3,0.12,0.3,-0.01,0.29,0.11,0.03,-0.12,-0.43,-0.45,-0.18,0.21,0.19,?,-0.18,-0.29,-0.43,-0.06,0.56,0.75,-1.64,-0.36,0.23,-0.74,-0.62,-1.06,-0.38,-0.34,-0.15,-0.4,-0.2,-0.12,-0.17,-0.07,-0.2,-0.94,-0.43,-0.17,-1.18,-0.12,-0.25,-0.2,-0.2,-0.07,-0.69,-0.79,-0.92,-0.54,0.23,-0.74,0.01,-0.09,0.12,0.11,-0.4,-0.51,0.03,-0.6,GO0000172@GO0000294@GO0003723@GO0004526@GO0005634@GO0005655@GO0005829@GO0006364@GO0008033@GO0034965
-0.3,-0.71,-0.12,-0.51,-0.03,-0.42,-0.12,-0.17,0.04,-0.2,-0.03,-0.15,-0.17,-0.38,-0.23,-0.22,-0.09,-0.1,0.08,-0.34,-0.34,-0.49,-0.2,-0.12,-0.56,-0.23,-0.29,-0.38,-0.3,-0.38,-0.32,-0.29,0.07,-0.12,-0.17,0.65,-0.07,0.04,-0.89,-0.36,-0.22,-0.51,-0.58,0.01,-0.86,-0.09,-1.32,-0.25,-0.6,-0.27,-0.34,-0.2,0.06,-0.56,0.16,-0.03,-0.34,-0.38,-0.54,-0.49,-0.56,-0.54,0.14,0.97,-1.64,-0.76,-0.89,-0.76,-0.64,-0.32,-0.25,-0.03,0.04,0.03,0.26,-0.1,-0.14,-0.34,-0.09,GO0000055@GO0000056@GO0000774@GO0003714@GO0005643@GO0006607@GO0006611@GO0016973@GO0017056@GO0031081@GO0031965@GO0044613@GO0044614@GO0097064
-0.14,-0.42,0.06,-0.2,0.23,0.29,0.08,0.1,0.12,0.04,0.62,0.31,0.03,-0.09,0.44,0.06,0.14,-0.25,-0.69,-0.56,-0.43,-0.47,-0.36,-0.97,-0.89,-0.29,-0.15,-0.14,-0.6,-0.07,-0.17,-0.49,-0.97,0.21,-0.18,-0.17,-0.04,-0.03,0.06,0.03,-0.1,-0.01,-0.22,0.32,-0.3,-0.62,-0.42,-0.12,-0.2,-0.54,-0.81,-0.58,-0.04,0.32,-0.25,0.32,-0.32,-0.74,0.03,-0.38,-0.36,0.59,0.15,0.39,-0.45,-0.54,-1.12,-0.79,0.49,-0.1,-0.07,-0.54,0.29,0.08,0.14,-0.29,-0.07,-0.84,-1,GO0000060@GO0005643@GO0005829@GO0005934@GO0005935@GO0006606@GO0006607@GO0006610@GO0008139@GO0008565@GO0010458@GO0031965@GO0034399@GO0051028
-0.07,-0.32,-0.17,-0.6,-0.06,-0.62,-0.25,0.52,-0.12,-0.25,-0.04,0.1,-0.34,?,-0.17,-0.04,-0.23,-0.27,-0.32,-0.74,-0.25,-0.56,-0.04,-0.67,-0.42,-0.74,-0.2,-0.23,-0.51,-0.29,-0.32,-0.51,0.31,0.55,0.28,-0.45,-0.12,0.12,0.01,-0.09,-0.32,-0.23,-0.27,0.1,-0.47,?,-0.22,-0.2,0.14,0.15,-0.25,-0.22,-0.18,0.06,-0.45,-0.36,-0.38,-0.04,-0.69,-0.14,-0.06,-0.09,0.08,-0.25,-0.67,-0.1,-0.69,-0.81,-0.17,0.78,0.96,?,-0.01,-0.12,0.15,-0.06,0.16,-0.36,-0.51,GO0000244@GO0000398@GO0046540@GO0071001@GO0071013
0.21,-0.45,-0.64,-0.34,-0.03,-0.23,0.26,-0.09,0.04,0.03,-0.04,-0.18,0.19,-0.38,-0.01,-0.25,0.18,-0.18,-1,0.7,0.58,0.33,0.12,-0.2,-0.45,-0.6,-0.79,-0.23,-0.07,-0.3,-1.18,-0.76,0.95,0.97,0.59,0.06,0.24,0.21,0.01,-0.09,-0.4,0.24,0.41,-0.49,-0.01,-0.27,-0.1,-0.42,-0.76,-0.84,-0.69,-0.81,-0.86,0.32,-0.23,-0.3,-0.84,-0.89,-0.43,-2.06,-2.84,-2.25,-1.12,-1.32,0.38,-1,-0.84,-0.3,-0.6,-0.69,-0.97,-2.25,-0.12,0.03,-0.04,-0.42,-0.51,-0.49,-0.56,GO0004152@GO0005737@GO0006207@GO0019898@GO0044205@GO1990663
-0.07,-0.74,-0.58,-0.84,-0.14,-0.34,-0.06,0.08,0.01,0.03,-0.03,-0.23,-0.15,-0.47,-0.62,-0.43,-0.18,-0.18,-0.92,-0.67,-0.6,-0.29,0.42,0.52,-0.34,-0.23,-0.34,-0.32,-0.42,-0.69,-0.94,-0.43,0.08,0.06,-0.2,0.1,0.04,-0.42,-0.45,0.54,-0.1,-2.18,-0.71,0.63,-0.94,0.79,-0.23,-0.25,-0.94,?,-1.29,-0.6,-0.38,-0.51,-1.15,-0.62,-2.25,?,-0.22,-1.29,-0.38,0.37,-0.56,-0.36,-0.2,-0.47,-0.89,-0.97,-0.92,0.64,-0.74,-0.84,0.07,-0.23,0.07,-0.81,-0.94,-1.79,-1.84,GO0000294@GO0003725@GO0004525@GO0005654@GO0005730@GO0006325@GO0006364@GO0009303@GO0030422@GO0030847@GO0031053@GO0031054@GO0034473@GO0034475@GO0034476@GO0034963@GO0034964@GO0060237
-0.23,?,-0.94,-0.4,-0.42,-0.15,-0.4,0.11,0.03,0.19,0.58,-0.09,-0.14,-0.14,-0.23,0.12,-0.36,0.1,-1.22,-0.14,-0.14,-0.09,0.53,0.66,0.26,0.11,-0.3,0.14,-0.07,-0.67,-0.49,-0.14,1.21,1.1,0.39,-0.36,-0.03,-0.09,0.06,-0.06,-0.32,-0.04,-0.32,0.08,-0.12,-0.51,-0.45,0.24,-0.36,-0.29,-0.12,0.2,0.07,-0.2,0.25,0.3,-2.74,-2.12,-0.43,-2.06,-1.36,-0.71,-0.51,-1.15,-0.94,-0.64,-1.15,-1.51,-0.07,0.11,-0.38,0.7,0.15,-0.15,0.12,-0.74,-0.92,-1.25,-2.06,GO0000463@GO0000466@GO0005634@GO0005730@GO0008650@GO0016435@GO0030687@GO0031167
-0.01,-0.6,-0.69,-0.36,-0.12,-0.14,0.03,-0.14,0.04,-0.3,0.04,-0.06,0.08,-0.17,0.04,0.04,-0.1,-0.25,-0.45,-0.51,-0.29,-0.09,0.48,0.12,0.2,0.11,-0.09,-0.23,-0.09,-0.27,-0.47,-0.38,-0.49,-0.12,-0.56,-0.45,-1.18,-1.09,-0.86,1.03,-0.1,-0.89,-0.45,0.23,-0.92,-0.45,-0.76,-0.09,-1,-1,-1.84,-1.09,-0.92,-0.4,-0.86,-0.14,-1.84,-1.84,-0.38,-1.18,-1.12,-0.71,-0.42,-0.34,-0.38,-0.36,-0.74,-0.71,0.03,-0.23,-0.17,0.34,0.37,-0.03,-0.32,-0.89,-0.92,-1.64,-1.74,GO0002183@GO0003743@GO0005852@GO0006413@GO0010494@GO0031369@GO0033290@GO0043614
-0.07,-0.32,-0.3,-0.3,-0.18,-0.2,-0.43,0.07,0.19,-0.23,0.21,-0.17,-0.15,-0.32,0.07,-0.01,-0.25,-0.45,-1.06,-0.6,-0.56,0.38,0.58,0.32,0.28,0.12,-0.2,-0.27,0.07,-0.42,-0.49,-0.34,?,0.03,-0.01,-0.32,-0.15,-0.09,-0.23,-0.4,-0.45,-0.32,-0.18,-0.58,-0.18,-0.42,-0.34,-0.15,-0.18,-0.32,-0.69,-0.71,-1.06,-0.3,-0.6,-0.92,-0.79,-0.69,-0.32,-1,-1.36,-0.89,-0.6,?,0.08,-0.51,-0.79,-0.76,0.11,0.01,0.04,0.03,0.32,0.3,0.33,-0.34,-0.43,-1,-1.56,GO0004830@GO0005524@GO0005737@GO0006436
-0.09,-0.62,-0.49,-0.45,?,-0.56,0.21,-0.18,0.23,-0.07,-0.03,-0.27,0.04,-0.29,-0.07,-0.29,-0.09,-0.29,-1.84,-0.58,-0.69,-0.22,0.44,0.52,-0.03,-0.54,-0.81,-0.15,-0.14,-0.89,-1.25,-0.6,1.53,1.73,1.44,0.75,0.9,0.9,1.04,1.08,0.48,-0.97,0.58,-0.07,0.2,0.08,0.1,-0.45,-0.43,-0.84,-2,-1.64,-1.51,0.24,-1.43,-1.03,-1.69,-3.64,-0.25,-2.94,-2.4,-1.4,-1.15,-0.47,-0.27,-1.12,-1.64,-1.79,-0.2,-0.18,-0.45,-0.76,0.06,0.12,0.25,-0.32,-0.34,-1.51,-1.89,GO0000166@GO0004422@GO0005634@GO0005737@GO0032263@GO0032264@GO0046872@GO0052657
-0.17,-0.76,-0.6,-0.54,-0.27,-0.64,-0.12,?,0.07,0.07,0.19,-1.12,-0.29,-0.22,0.11,0.6,-0.4,-0.01,-1.12,-0.34,-0.45,-0.3,0.07,-0.1,-0.07,-0.14,-0.3,-0.23,-0.27,-0.27,-0.56,-0.51,?,0.37,-0.09,-0.42,-0.42,-0.12,-0.1,0.6,-0.1,-0.81,-0.79,-0.27,-1.43,-0.2,-1,0.21,-0.84,-0.58,-1.32,-0.81,-0.64,-0.34,-0.81,-0.22,-1.64,-1.43,-0.6,-2,-1.89,-1.56,-0.89,-1.09,0.14,0.11,-0.67,-1.03,-0.07,-0.67,-0.49,-0.67,0.23,0.03,0.25,-0.38,-0.47,-1.06,-1.74,GO0003747@GO0005829@GO0006353@GO0006415@GO0010494@GO0016149@GO0018444
0.1,-0.71,-0.71,-0.6,-0.34,-0.4,0.04,-0.25,0.26,-0.18,0.18,-0.3,0.01,-0.32,0.03,-0.04,-0.34,-0.07,-1.56,-0.89,-0.3,0.19,0.57,0.54,0.29,-0.18,-0.27,0.07,0.19,-0.64,-0.92,-0.51,0.14,0.42,0.44,0.1,0.08,-0.09,-0.03,-0.3,-0.42,-0.07,-0.12,-0.27,-0.15,-0.51,-0.36,0.19,-2.32,-1.15,-1.64,-0.86,-0.67,-1.56,-0.76,0.31,-3.32,-2.94,-0.62,-3.32,-3.06,-2.25,-1.12,-1.4,-0.2,-0.43,-1.25,-1.43,-0.22,-0.67,-0.74,-0.56,0.42,0.51,0.88,-0.07,-0.22,-0.89,-1.94,GO0000154@GO0000451@GO0005654@GO0005730@GO0006364@GO0030515@GO0031167@GO0031428@GO0032040
-0.07,-1.18,-1.15,-0.74,-0.54,-0.51,-0.04,-0.51,-0.2,-0.27,-0.36,-0.36,-0.1,-0.79,-0.62,-0.49,-0.47,-0.4,-1.4,-0.76,-0.58,0.06,0.75,0.37,-0.51,-0.36,-0.38,-0.06,-0.23,-0.92,-0.94,-0.62,1.12,0.96,0.38,0.3,0.36,0.36,0.42,0.12,-0.07,0.24,0.2,-0.74,0.16,-0.29,-0.04,-0.47,-2.06,-1.22,-1.94,-1.25,-0.94,-0.97,0.08,-0.4,-2.74,-2.32,-0.62,-2.74,-1.25,-0.89,-0.62,-0.92,-0.36,-0.4,-0.86,-1.03,-0.84,-0.29,-1.18,-0.6,?,0.06,0.1,-0.42,?,-0.3,-1.18,GO0000462@GO0005654@GO0005730@GO0031167@GO0032040@GO0080008
0.16,-0.74,-0.89,-0.29,-0.17,-0.14,?,0.07,0.15,-0.22,0.08,-0.14,0.08,-0.15,-0.07,-0.04,0.11,0.07,-1.47,-0.32,-0.07,0.59,0.76,0.63,0.25,-0.3,-0.58,-0.09,0.07,-1.03,-0.86,-0.6,0.92,0.59,0.29,0.03,0.2,0.2,0.1,-0.04,-0.23,0.03,-0.03,0.11,-0.17,-0.49,-0.42,-0.14,-1.36,-0.81,-1.94,-1.56,-1.4,-1.47,-0.86,-0.69,-2.84,-2.47,-0.3,-3.18,-1.6,-1.51,-0.94,-0.23,-0.04,-0.94,-1.25,-0.79,-0.06,0.2,-0.38,0.72,0.19,0.04,0.37,-0.64,-0.76,-0.71,-1.74,GO0001054@GO0003677@GO0005730@GO0005736@GO0006360@GO0006362@GO0042254@GO0042790
-0.18,-0.45,-1.03,-0.45,-0.25,0.15,-0.18,0.06,0.19,0.3,-0.01,?,-0.07,-0.04,-0.01,0.15,0.03,0.11,-1.15,-0.25,0.37,0.14,0.81,0.76,0.24,0.23,0.07,0.46,0.03,-0.71,-0.74,-0.15,0.96,0.92,0.33,0.4,0.21,0.3,0.21,-0.01,0.21,0.46,0.1,0.33,-0.43,-0.74,-0.6,-0.14,-1.25,-0.45,-1.69,-0.6,-0.18,-0.97,-1.25,-0.45,-2.64,-2,-0.18,-2.64,-1.56,-1.36,-0.94,-0.67,-0.12,-1.29,-1.25,-1.03,-0.27,-0.25,-0.49,0.93,0.1,0.38,?,-0.3,-0.47,-0.56,-1.09,GO0000055@GO0005634@GO0005654@GO0005829@GO0043023
-0.01,-1.69,-0.79,-0.6,0.03,-0.03,0.01,0.51,0.14,-0.14,-0.03,-0.3,-0.09,-0.15,-0.42,-0.06,0.26,0.04,-1.47,-0.86,-0.43,0.11,0.65,0.11,-0.29,-0.29,-0.58,-0.22,-0.6,-1.09,-0.81,-0.79,-0.17,1.01,0.58,-0.07,0.42,0.49,0.43,0.04,-0.03,0.56,0.21,0.71,0.58,?,0.39,-0.14,-1.84,-1.12,-2.4,-1.03,-0.6,-1.4,-1,0.18,-4.32,-3.64,-0.45,-3.06,-1.25,-1.03,-0.84,-0.47,-0.17,-0.42,-1.29,-0.94,-0.2,-0.25,-0.3,0.66,0.3,-0.1,?,-0.76,-0.81,-2.06,-2.25,GO0000463@GO0000466@GO0005730@GO0007049@GO0030687@GO0042273
-0.2,-1.79,-1.09,-0.74,-0.38,-0.49,0.01,0.49,0.11,0.48,-0.22,0.24,-0.1,0.03,-0.38,0.07,-0.17,0.08,-1.36,-0.56,-0.67,0.33,0.48,0.44,0.06,0.03,-0.07,0.26,-0.47,-0.51,-0.64,-0.22,1.27,1.12,0.56,0.11,0.39,0.31,0.16,-0.25,-0.36,0.21,0.1,0.1,-0.38,-0.76,-0.4,-0.22,-1.51,-0.54,-1.36,-0.14,-0.51,-1.09,-0.67,-0.49,-2.47,-1.32,-0.07,-2.64,-0.97,-0.74,-0.4,-0.89,-0.38,-1.51,-1.12,-1.03,-0.62,-0.2,-0.38,-0.07,-0.03,-0.22,-0.07,-1.18,-1.03,-1.22,-2.74,GO0000447@GO0005634@GO0005730@GO0005737@GO0006364@GO0016973@GO0030515@GO0030686@GO0030688
0.43,-0.54,-0.38,-0.4,0.19,0.08,0.38,0.06,0.28,0.08,0.04,0.15,0.24,-0.06,0.03,0.26,0.25,0.04,-0.67,-0.34,-0.22,-0.09,0.08,0.14,-0.12,-0.27,-0.07,0.2,-0.18,-0.12,-0.18,0.01,-0.14,0.18,-0.06,?,0.03,-0.04,-0.17,-0.38,-0.36,-0.07,-0.38,-0.36,-0.43,-0.47,-0.42,-0.23,-0.86,-0.56,-0.92,-0.89,-0.69,-0.09,-0.64,-0.27,-1.32,-0.58,-0.47,-1.15,-1.29,-0.2,-0.2,-0.32,-0.58,-1.03,-1,-1.22,0.03,-0.51,-0.6,0.4,-0.07,-0.12,-0.14,-0.84,-0.74,-1.18,-1.51,GO0000467@GO0005524@GO0005634@GO0005730@GO0008143@GO0016075@GO0016491@GO0016973@GO0031499@GO0034459@GO0034475@GO0034476@GO0043629@GO0071031@GO0071035@GO0071038@GO0071042@GO0071049@GO0071051
-0.1,-0.71,-1,-0.67,-0.49,-0.38,-0.22,-0.15,0.06,-0.25,-0.32,-0.25,-0.03,-0.18,-0.51,-0.2,?,-0.14,-0.97,-0.1,-0.09,-0.29,0.29,0.08,-0.18,-0.22,-1.03,0.06,?,-0.67,0.1,-0.29,1.01,0.94,0.4,0.08,0.18,0.12,0.12,-0.2,-0.42,0.21,0.06,0.04,0.04,-0.3,-0.09,0.06,-0.54,-0.43,-1.03,-0.84,-1.03,-0.34,-1.12,-1.22,-0.92,-0.92,-0.15,-2,-0.54,-0.89,-0.81,-0.76,-0.1,-0.15,-0.94,-0.84,-0.89,0.01,-0.6,?,0.04,0.01,0.06,-0.56,-0.76,-0.4,-0.4,GO0000027@GO0000463@GO0000466@GO0005730@GO0016020@GO0031965@GO0042273
0.04,-1.4,-0.84,-0.58,-0.06,-0.45,0.03,-0.17,0.12,?,-0.15,-0.04,0.01,-0.47,-0.34,-0.1,0.03,0.01,-0.84,-0.67,-0.54,0.04,0.39,0.25,-0.29,-0.09,-0.14,0.1,-0.18,-0.42,-0.45,-0.07,-0.04,0.1,-0.17,-0.09,-0.58,-0.17,0.61,-1.09,0.16,-0.74,-0.45,0.67,-1.03,-0.1,-0.94,-0.4,-1.03,-0.36,-0.97,-1,-0.89,-0.58,-0.84,-0.84,-2,-1.12,-0.81,-0.94,-0.74,-0.92,-0.34,-1.18,-0.34,-0.38,-1.03,-1.03,-0.36,-0.12,-0.69,0.52,0.03,0.12,0.31,-0.6,-0.67,0.03,-1,GO0000027@GO0000463@GO0000747@GO0005730@GO0019843@GO0030687
0.04,-0.14,-0.23,0.07,-0.1,0.14,0.04,0.29,0.33,0.23,0.42,0.19,0.16,0.1,0.37,0.4,0.15,0.37,-0.54,0.15,-0.36,0.66,1.01,0.94,1,0.93,0.69,0.63,0.49,0.37,0.01,0.42,-0.18,-0.04,0.18,0.21,0.37,0.2,0.28,0.26,0.32,-0.07,0.07,0.67,0.06,-0.09,0.04,-0.06,-0.74,-0.49,-0.47,-0.1,-0.27,0.3,0.37,0.77,-0.03,-0.27,-0.25,-1.47,-2.64,-1.79,-1.09,-0.76,0.41,-0.09,-0.4,-1.06,-0.27,-0.45,-0.92,-1.79,0.34,0.23,0.19,-0.18,-0.51,-1.56,-2.47,GO0000470@GO0002181@GO0003723@GO0003735@GO0006412@GO0022625
-0.29,-0.09,-0.51,-0.17,-0.36,-0.01,-0.4,-0.34,0.03,0.34,0.08,-0.23,0.18,-0.04,0.11,-0.03,-0.25,0.06,-1.36,?,-0.58,0.56,0.29,0.54,0.37,0.87,0.52,0.57,0.15,0.28,0.28,0.08,-0.09,0.03,0.18,-0.01,-0.43,-0.1,0.31,0.31,?,-0.47,-0.23,-0.3,-0.64,-0.17,-0.18,-0.14,-0.3,-0.51,-0.69,0.41,-0.45,0.32,0.07,0.6,0.3,-0.34,-0.06,-1.18,-1.94,-1.06,-0.79,-0.81,0.34,-0.17,-0.67,-1.12,-0.1,-0.42,-0.47,-1.51,0.21,-0.1,0.21,0.11,-0.2,-1.47,-1.94,GO0002181@GO0003723@GO0003735@GO0006412@GO0022625@GO0042273
0.4,-0.58,0.43,?,0.53,-0.2,0.06,0.28,0.31,0.36,0.86,0.33,0.16,0.12,0.67,0.53,0.19,-0.1,-0.71,-0.36,-0.32,0.2,0.39,-0.27,0.16,0.46,0.39,0.18,-0.67,0.06,-0.15,-0.25,-0.47,-0.43,-0.14,0.15,0.34,0.29,0.21,0.1,-0.1,-0.15,-0.15,-0.27,-0.32,-0.45,-0.6,-0.36,-1.36,-1.84,-2,-1.84,-0.81,0.4,-0.6,0.43,-2.25,-2.94,0.18,-0.74,-2.25,-1.6,-0.38,-0.25,-1.74,-1.18,-0.86,-1.03,0.3,-0.74,-0.03,-0.89,0.08,0.06,0.41,0.08,-0.01,-1.32,-1.79,GO0003674@GO0005575@GO0008150
0.24,-0.07,0.15,0.07,0.07,0.01,0.04,?,0.2,-0.32,0.3,-0.2,0.03,-0.22,0.37,0.01,0.24,-0.51,-0.03,0.33,0.46,1.09,0.7,0.68,0.65,0.49,0.31,0.01,0.11,0.1,-0.12,0.01,-0.81,0.21,0.33,0.32,0.43,-0.43,0.41,0.52,0.37,0.16,0.39,-0.03,0.5,0.33,0.55,?,-0.71,-1.25,-1.51,-0.97,-0.47,0.39,-0.51,0.63,-1.69,-1.6,0.06,-0.89,-1.12,-1.25,-0.92,-0.3,0.32,0.29,-0.38,-0.36,0.37,0.36,0.44,-0.36,0.23,-0.12,0.07,-0.17,-0.12,-0.18,-1.43,GO0005634@GO0005854@GO0006351@GO0006355@GO0006620@GO0016236@GO0051082@GO0051083
